TeamId,TeamName,SubmissionDate,Score,
7062157,Rinat Kurbanov,2021/7/31 22:49,0.05909,0.05909
7092802,Yuki Okumura,2021/7/25 3:12,0.06192,0.06192
7108194,Awan,2021/7/19 0:40,0.06293,0.06293
7039008,Daksh Jhinjha,2021/7/31 12:35,0.0644,0.0644
7067098,drla,2021/7/20 21:09,0.06953,0.06953
7117969,gearand91,2021/7/21 7:49,0.07479,0.07479
7066744,Tortorelli,2021/7/27 23:20,0.0783,0.0783
7036961,Aditta Nishad,2021/7/31 17:06,0.0783,0.0783
7097444,Manan,2021/7/26 7:23,0.07897,0.07897
7104341,Yuqi hanhan,2021/7/28 2:55,0.08082,0.08082
7039967,anish,2021/7/21 16:38,0.09878,0.09878
7037062,Alexei Romanovich Krot,2021/7/23 7:09,0.10138,0.10138
7037125,Devashree Madhugiri,2021/7/31 17:57,0.10341,0.10341
7067896,AdityaB19,2021/7/21 14:55,0.10881,0.10881
7098482,Alvaro Francesc Budria Fernández,2021/7/23 21:01,0.11097,0.11097
7037362,Жапырақ Batyr,2021/7/31 1:09,0.11761,0.11761
7039925,Oleg Melnik,2021/7/28 14:22,0.12408,0.12408
7110952,Andrei V-I,2021/7/30 15:10,0.12567,0.12567
7057319,budibudi,2021/7/31 14:24,0.12643,0.12643
7036913,Maxim Kazantsev,2021/7/30 1:05,0.13759,0.13759
7135129,Oloruntobi,2021/7/23 10:00,0.13871,0.13871
7041622,Rogério Delfim,2021/7/31 3:20,0.13916,0.13916
7038537,Maxim Rodionov,2021/7/30 7:42,0.14104,0.14104
7036672,Lukasz Borecki,2021/7/18 17:48,0.14612,0.14612
7046018,Team_ors,2021/7/15 14:10,0.14678,0.14678
7151310,asdlkjcvx,2021/7/27 10:08,0.14687,0.14687
7151137,Chandler Bing #2,2021/7/27 9:30,0.14841,0.14841
7041165,Bruce Harold,2021/7/31 20:29,0.14925,0.14925
7075640,Ryuji-Ishimaru,2021/7/18 6:18,0.14951,0.14951
7039142,czs,2021/7/29 11:13,0.15008,0.15008
7115341,LiuC,2021/7/21 12:00,0.15031,0.15031
7038035,abcxyz,2021/7/18 17:38,0.15042,0.15042
7052142,Nitin Rajput,2021/7/31 18:56,0.15077,0.15077
7041212,Dvasquez,2021/7/16 5:36,0.15091,0.15091
7063371,Azzam Radman,2021/7/18 20:33,0.15114,0.15114
7097947,gajendraks,2021/7/17 5:34,0.15115,0.15115
7041739,cheche,2021/7/29 8:39,0.15115,0.15115
7062484,tjvananne,2021/7/17 15:58,0.15115,0.15115
7126966,Khôi Ngô Văn,2021/7/28 8:22,0.152,0.152
7147968,Khoi Ngo Van,2021/7/27 8:38,0.152,0.152
7041957,xiaobai_zhang,2021/7/21 11:55,0.15215,0.15215
7088570,Ngo Hai Dang,2021/7/31 15:01,0.15219,0.15219
7148319,Run Data Run,2021/7/28 10:37,0.15249,0.15249
7071566,Sebastian Miranda,2021/7/17 14:17,0.15252,0.15252
7036949,Klaus,2021/7/30 1:55,0.15267,0.15267
7061046,Mr.Noise,2021/7/31 2:59,0.1527,0.1527
7037060,Nan,2021/7/17 23:03,0.15275,0.15275
7116198,Andrey #2,2021/7/21 7:40,0.15283,0.15283
7083389,GZ & PZY,2021/7/15 2:15,0.15314,0.15314
7064736,Maykl Chikvashvili,2021/7/14 12:44,0.15352,0.15352
7082375,Prashant Patil,2021/7/13 9:23,0.15381,0.15381
7035908,[Deleted] b886bd22-bc53-4f55-aa0f-e94ff38577a0,2021/7/14 1:01,0.15381,0.15381
7040945,Lokesh Arya,2021/7/12 3:43,0.15397,0.15397
7071040,Mariana,2021/7/16 17:22,0.15453,0.15453
7066467,Chanakya Vivek Kapoor,2021/7/12 8:17,0.15459,0.15459
7039095,KluskiŚląskie,2021/7/24 12:58,0.1546,0.1546
7116196,ASCCC,2021/7/20 4:37,0.15472,0.15472
7036853,MatthiasS,2021/7/18 11:30,0.15476,0.15476
7043202,KJ OHHHHH,2021/7/31 11:04,0.15492,0.15492
7089392,codingyi,2021/7/19 6:31,0.15507,0.15507
7051333,Tsai Yi Lin,2021/7/24 1:54,0.15507,0.15507
7086778,Miguel Rodríguez,2021/7/24 16:10,0.15509,0.15509
7041312,al4pha4,2021/7/4 9:09,0.15516,0.15516
7047912,m.kiyo3,2021/7/7 0:28,0.15522,0.15522
7094727,AIA-Andy,2021/7/19 3:10,0.15529,0.15529
7048184,naomi,2021/7/4 16:52,0.15547,0.15547
7036838,stpete_ishii,2021/7/25 6:31,0.15561,0.15561
7116667,Enzalo Gonzalez,2021/7/19 8:26,0.15561,0.15561
7102063,Daiki Netsu,2021/7/18 12:18,0.1558,0.1558
7072691,Yasser Houssem Eddine Kehal,2021/7/31 20:59,0.15588,0.15588
7038888,Ultron,2021/7/5 18:05,0.15604,0.15604
7063181,Siarhei Siniak,2021/7/6 19:40,0.15604,0.15604
7063457,junsu-do,2021/7/6 22:18,0.15604,0.15604
7068805,Lau Sai Yuen,2021/7/9 3:30,0.15604,0.15604
7099304,remigere,2021/7/23 22:32,0.15604,0.15604
7049869,MaggieMC,2021/7/18 14:34,0.15609,0.15609
7035839,Koz-prg,2021/7/17 6:53,0.15628,0.15628
7087007,SherryGow,2021/7/23 14:57,0.15636,0.15636
7051904,smart_na,2021/7/5 22:47,0.15652,0.15652
7151854,Name Namovich,2021/7/30 11:07,0.15658,0.15658
7036437,Jagunn,2021/7/24 8:56,0.15696,0.15696
7061074,milk28,2021/7/31 12:27,0.15699,0.15699
7081929,Lokijota,2021/7/18 19:13,0.15702,0.15702
7036214,Tianqing,2021/7/28 16:30,0.15712,0.15712
7084118,Heesang Lim,2021/7/25 18:54,0.15713,0.15713
7052002,fanko156,2021/7/4 22:58,0.15749,0.15749
7035837,Kaustubh B Bhargav,2021/7/3 4:37,0.15754,0.15754
7078765,Jamie Ranson-Hayes,2021/7/31 13:53,0.15758,0.15758
7037963,Sauvik Nath,2021/7/4 10:08,0.15779,0.15779
7052028,Tojsu789,2021/7/4 9:32,0.15779,0.15779
7120451,qbdqhd1234,2021/7/20 3:11,0.15779,0.15779
7130981,hyunjuyung,2021/7/22 9:25,0.15779,0.15779
7038696,Munum Butt,2021/7/21 15:08,0.15783,0.15783
7046549,DG,2021/7/26 18:31,0.15801,0.15801
7036715,VKT1508,2021/7/18 16:42,0.15811,0.15811
7037350,Mansi,2021/7/7 14:31,0.15838,0.15838
7068788,EITC,2021/7/9 1:07,0.15842,0.15842
7039760,Khurram Siddiqui,2021/7/31 18:01,0.15874,0.15874
7048051,Don't go to school hungry,2021/7/3 9:07,0.15967,0.15967
7038243,thumb up,2021/7/21 10:20,0.15972,0.15972
7047828,ASFQAZ,2021/7/29 11:43,0.15987,0.15987
7054335,Sam Y,2021/7/19 5:33,0.16019,0.16019
7036227,Kaggle_Challage(CDLE),2021/7/30 8:14,0.16022,0.16022
7059856,Clemens Beeken,2021/7/15 19:04,0.16028,0.16028
7070391,Jayaprakash Venugopal,2021/7/8 10:28,0.16061,0.16061
7082550,Nakuuu,2021/7/13 16:44,0.16068,0.16068
7035858,Heroseo,2021/7/14 17:00,0.16133,0.16133
7095475,Maksim Kleshchenok,2021/7/14 8:11,0.16133,0.16133
7044901,Kuruton,2021/7/3 13:51,0.16139,0.16139
7081259,relurelu,2021/7/16 8:33,0.1622,0.1622
7042987,NotWhatItLooksLike,2021/7/31 22:32,0.1622,0.1622
7035843,keysersoze,2021/7/30 10:12,0.16228,0.16228
7049699,[Deleted] d93cd325-86ba-4796-ac5f-daf2af4d3601,2021/7/26 12:08,0.1623,0.1623
7069942,only use lightgbm,2021/7/24 8:42,0.16232,0.16232
7086106,mahesh,2021/7/31 10:47,0.16232,0.16232
7039119,nexus2021,2021/7/15 13:32,0.1625,0.1625
7064215,light,2021/7/30 9:05,0.16264,0.16264
7044639,Abu Bakar,2021/7/17 16:35,0.16275,0.16275
7069532,submission,2021/7/22 5:03,0.16277,0.16277
7049311,Alexey Kolobyanin,2021/7/23 16:00,0.16287,0.16287
7089529,Oniel Gracious,2021/7/23 8:55,0.16288,0.16288
7066351,woo,2021/7/24 5:25,0.16291,0.16291
7037068,Mark CT,2021/7/12 17:08,0.16294,0.16294
7110687,[Deleted] 539b0391-2cd0-422c-8c71-ba71441bb789,2021/7/25 6:44,0.1631,0.1631
7096662,[Deleted] b8e439e9-3c80-4616-af36-ef9f2d0a4e8a,2021/7/30 12:06,0.16318,0.16318
7097283,Closed Notice,2021/7/20 8:46,0.16347,0.16347
7070611,Ivan Falkov,2021/7/27 13:14,0.16347,0.16347
7085949,Mikhail Kuzmenkov,2021/7/20 12:02,0.16347,0.16347
7107876,Almir Dominicini,2021/7/27 19:48,0.16347,0.16347
7159671,[Deleted] 7048dc19-577a-479d-bd84-897be33f2936,2021/7/29 8:00,0.16351,0.16351
7048859,Takashi Tomika,2021/7/28 14:47,0.16359,0.16359
7082141,peopledesu,2021/7/14 20:57,0.16359,0.16359
7050987,Faisal Alsrheed,2021/7/17 5:30,0.16378,0.16378
7045715,BronzeGoose,2021/7/13 18:00,0.16382,0.16382
7036341,Octavius,2021/7/14 8:43,0.16462,0.16462
7045609,Teled Analytic,2021/7/27 21:47,0.16488,0.16488
7110400,Luu Tien Dao,2021/7/17 14:29,0.16519,0.16519
7081838,fugai1,2021/7/17 4:44,0.16522,0.16522
7109326,GUNJAN HALDAR,2021/7/17 8:04,0.16536,0.16536
7109329,BS Meghma,2021/7/17 8:04,0.16536,0.16536
7079363,TPS_GoGoGo,2021/7/31 23:55,0.16542,0.16542
7046895,Keisuke Chikami,2021/7/27 9:04,0.16601,0.16601
7049082,OmarVivas,2021/7/16 11:34,0.16601,0.16601
7046256,Mahdi Tavakol,2021/7/31 17:16,0.16631,0.16631
7106491,Roach,2021/7/31 3:17,0.16637,0.16637
7045345,Furlag,2021/7/27 20:16,0.16649,0.16649
7042015,Spoodyman,2021/7/18 6:59,0.16677,0.16677
7048122,[Deleted] 99d76509-b5ac-4389-8d8e-0abff01c632e,2021/7/18 4:14,0.16686,0.16686
7057478,JINO ROHIT,2021/7/7 20:06,0.16707,0.16707
7108665,[Deleted] f7d6b62d-e485-45ad-9028-5bf02dec86b1,2021/7/17 5:24,0.16745,0.16745
7108858,[Deleted] 50e19065-5b7f-4ac7-9d21-f0f382401618,2021/7/17 5:38,0.16752,0.16752
7036003,Ben Liu,2021/7/19 20:10,0.16794,0.16794
7036624,Remek Kinas 🤓,2021/7/18 4:42,0.16854,0.16854
7039011,terry_u16,2021/7/3 1:28,0.1686,0.1686
7049405,Filippo Galanti,2021/7/21 16:09,0.1687,0.1687
7038711,Andrew Valukhov,2021/7/3 12:51,0.16888,0.16888
7091783,Mirena Borisova,2021/7/28 18:48,0.16899,0.16899
7077338,mylinh97,2021/7/10 4:12,0.16903,0.16903
7037759,Christopher Davis,2021/7/19 19:59,0.16912,0.16912
7128945,bchnge,2021/7/25 3:48,0.16924,0.16924
7036764,Taha07,2021/7/18 7:05,0.16929,0.16929
7086192,trees3,2021/7/19 13:35,0.16976,0.16976
7049250,Bernhard Klinger,2021/7/31 14:47,0.1699,0.1699
7089833,ACE,2021/7/18 18:40,0.17023,0.17023
7100749,Poorich Chatchaipaiboon,2021/7/18 2:37,0.17023,0.17023
7078962,Simon Barrow,2021/7/10 18:34,0.17027,0.17027
7079946,Zelimhan,2021/7/12 7:45,0.17027,0.17027
7059297,shamio,2021/7/13 1:17,0.17028,0.17028
7038559,Phoenix,2021/7/12 14:43,0.17062,0.17062
7123850,Smita Singh,2021/7/22 16:32,0.17066,0.17066
7156129,Jonathan Hammiche,2021/7/31 21:55,0.17066,0.17066
7080084,Mikhail Borodastov,2021/7/18 14:39,0.17084,0.17084
7146353,OlivierGK,2021/7/31 9:54,0.17118,0.17118
7036068,TOMH,2021/7/30 0:59,0.17143,0.17143
7059531,kotrying,2021/7/7 14:35,0.17187,0.17187
7054034,enGGGr,2021/7/31 15:17,0.17193,0.17193
7064617,[Deleted] 5624a90d-dddc-40a7-9ca4-6c57a2ab9cb7,2021/7/15 6:51,0.17199,0.17199
7111572,Akihiro Yamanihshi,2021/7/17 23:20,0.17206,0.17206
7061414,Alex Kolob,2021/7/22 9:08,0.17238,0.17238
7035836,novicefitting,2021/7/31 17:58,0.1726,0.1726
7110983,mlanhenke,2021/7/25 16:49,0.17302,0.17302
7065811,emand2pac,2021/7/16 10:31,0.17306,0.17306
7072881,Daniel Avadr,2021/7/31 23:12,0.17314,0.17314
7074803,Nancy,2021/7/12 9:46,0.17319,0.17319
7048035,making-healthy-changes,2021/7/21 7:40,0.17323,0.17323
7041249,cespeleta,2021/7/12 14:01,0.17327,0.17327
7064971,Melanie7744,2021/7/29 7:45,0.17328,0.17328
7073218,Alexander Gololobov,2021/7/20 12:34,0.17333,0.17333
7038023,Aidan Nell,2021/7/6 19:17,0.17336,0.17336
7096030,Thanh Vũ112,2021/7/14 17:11,0.17355,0.17355
7040293,Devang Singh Grewal,2021/7/11 13:28,0.17358,0.17358
7056309,Alberto Lamas,2021/7/6 10:23,0.17359,0.17359
7036723,Igor Lashkov,2021/7/3 11:46,0.17403,0.17403
7045001,yuichiro kimura,2021/7/12 14:42,0.17407,0.17407
7161611,Saruhan Gungor,2021/7/31 9:40,0.17413,0.17413
7038332,Timothy Abwao,2021/7/5 22:39,0.1742,0.1742
7044476,Sergey Krivenko,2021/7/13 8:32,0.17443,0.17443
7048885,MatsunagaDaiki080,2021/7/4 10:08,0.1747,0.1747
7115803,CodeForFun,2021/7/29 4:34,0.17484,0.17484
7052535,Praveen Singh,2021/7/25 5:37,0.17519,0.17519
7131945,Weierstrass Young,2021/7/24 9:33,0.17532,0.17532
7076137,Panfeng007,2021/7/31 1:10,0.17535,0.17535
7107119,Gary Yeh YL,2021/7/31 12:25,0.17539,0.17539
7050039,Mukharbek Organokov,2021/7/16 11:28,0.1754,0.1754
7092119,Jasper,2021/7/17 22:18,0.17541,0.17541
7051106,Amitesh Gangrade,2021/7/16 10:29,0.17545,0.17545
7037238,HIKARU,2021/7/5 9:22,0.17571,0.17571
7112680,Alexey Denisenkov,2021/7/18 9:13,0.17572,0.17572
7070202,black_raven,2021/7/18 12:20,0.17579,0.17579
7040561,Kirill Shmilovich,2021/7/5 4:14,0.17593,0.17593
7042397,Lee Tolo,2021/7/11 4:22,0.176,0.176
7050907,Michael Poma,2021/7/20 3:08,0.17629,0.17629
7121062,Tianyu Zhuang,2021/7/23 8:44,0.17641,0.17641
7108483,Andrew Laird,2021/7/19 1:00,0.17645,0.17645
7058954,Jennifer Fo,2021/7/28 8:07,0.17698,0.17698
7051068,藤弥　大樹,2021/7/31 12:26,0.17711,0.17711
7045897,Suraj Goswami,2021/7/17 18:36,0.17714,0.17714
7035883,Erik Garcia,2021/7/7 23:13,0.17737,0.17737
7053159,margaritaMar,2021/7/24 14:24,0.17753,0.17753
7090546,Dmitriy Gertsen,2021/7/20 12:05,0.17765,0.17765
7094775,pluto452b,2021/7/18 0:48,0.17778,0.17778
7102585,xiang11,2021/7/19 8:12,0.17786,0.17786
7051054,Tianyu Jiang,2021/7/15 21:11,0.17804,0.17804
7054328,Kai Ellis,2021/7/20 17:22,0.17813,0.17813
7036759,Tetsu,2021/7/22 9:06,0.17817,0.17817
7127450,Ivan Kontic,2021/7/31 12:57,0.17824,0.17824
7042132,Juan Eduardo Smith,2021/7/31 19:15,0.17829,0.17829
7100374,daidai,2021/7/16 0:25,0.17846,0.17846
7102881,moritti373737,2021/7/18 2:47,0.17846,0.17846
7052474,Thor90,2021/7/5 19:53,0.17869,0.17869
7046339,Niranjan,2021/7/4 9:14,0.17898,0.17898
7051583,Keisuke Yasuda,2021/7/18 3:01,0.17918,0.17918
7149760,Rodrigo Rafael Cruz,2021/7/29 8:46,0.17921,0.17921
7052744,HVKHVK,2021/7/10 7:55,0.17921,0.17921
7133130,Gavi_sr,2021/7/30 21:57,0.17935,0.17935
7041246,Jared Savage,2021/7/3 11:13,0.17938,0.17938
7056289,SM,2021/7/18 6:07,0.17951,0.17951
7037194,Awwal Malhi,2021/7/9 6:12,0.17963,0.17963
7052720,Almaz Vildanov,2021/7/31 10:13,0.17964,0.17964
7046900,^^^^,2021/7/31 19:20,0.17971,0.17971
7042795,Glitterier,2021/7/18 9:46,0.18006,0.18006
7061495,Darren Smith,2021/7/26 12:50,0.1801,0.1801
7107650,El Conde de Ñáñaño,2021/7/22 16:55,0.1801,0.1801
7063707,ryunosuke.obata,2021/7/11 8:51,0.18012,0.18012
7109003,tky01,2021/7/27 13:20,0.18018,0.18018
7048368,Welt Xing,2021/7/8 3:17,0.18036,0.18036
7042014,ir_1st_vil,2021/7/6 7:20,0.1807,0.1807
7097051,Amir Stash,2021/7/27 15:13,0.18072,0.18072
7114577,gregory_ut,2021/7/31 2:22,0.18088,0.18088
7097946,Sourodip Sarkar,2021/7/15 13:42,0.18094,0.18094
7090507,vaguely,2021/7/23 23:26,0.18097,0.18097
7036758,Robert Erffmeyer,2021/7/17 2:35,0.18098,0.18098
7038659,MVolkmer,2021/7/27 16:23,0.18104,0.18104
7054093,Sarah Zouinina,2021/7/13 8:40,0.18104,0.18104
7041129,rey_master,2021/7/31 22:36,0.18113,0.18113
7067403,Helfi,2021/7/9 16:38,0.18147,0.18147
7128836,Ferdinand. K,2021/7/24 14:30,0.18156,0.18156
7035842,[Deleted] 71289949-1749-4c55-96fb-3d69d94b11be,2021/7/10 14:32,0.18158,0.18158
7131956,[Deleted] e867880c-d0b3-426b-89cb-4e8da577541d,2021/7/31 13:11,0.18159,0.18159
7044386,ansain,2021/7/3 5:35,0.18162,0.18162
7125979,Martynov Andrey,2021/7/31 21:14,0.18162,0.18162
7126008,hiroki adachi,2021/7/29 4:53,0.18166,0.18166
7037036,[Deleted] 29b507b7-6faf-4f2b-a451-566e5bb9ce29,2021/7/11 17:07,0.18174,0.18174
7038593,Ayse Erdem,2021/7/24 13:24,0.18181,0.18181
7046164,Kirill Shmilovich #2,2021/7/3 18:35,0.18189,0.18189
7036950,BaselineIsAllYouNeed,2021/7/2 10:21,0.18211,0.18211
7037620,Ranjeet shrivastav,2021/7/19 17:25,0.18228,0.18228
7037147,Debarshi Chanda,2021/7/2 0:00,0.18231,0.18231
7117597,Emre Aruk,2021/7/25 11:51,0.18237,0.18237
7051938,iamagoose,2021/7/14 20:49,0.18238,0.18238
7045114,Hendrik Henning,2021/7/12 20:03,0.18244,0.18244
7125783,onkar406,2021/7/31 2:23,0.18257,0.18257
7100303,Caíque Coelho,2021/7/18 22:37,0.18262,0.18262
7051609,KodaiS,2021/7/31 14:35,0.18262,0.18262
7038063,Juan Pablo Margni,2021/7/19 21:53,0.18266,0.18266
7134513,[Deleted] 5768d9fe-efde-4467-b54e-b8c8e95ce7e6,2021/7/26 11:18,0.18273,0.18273
7035928,Tarun Paparaju,2021/7/2 14:10,0.18279,0.18279
7090866,Aniket Agrawal,2021/7/15 12:31,0.18295,0.18295
7054144,fxzane,2021/7/11 23:08,0.18302,0.18302
7054513,Henk Metselaar,2021/7/31 13:25,0.18309,0.18309
7037724,Laurent Pourchot,2021/7/10 21:25,0.18314,0.18314
7141970,Lu Jie Er,2021/7/27 16:16,0.18325,0.18325
7051047,Masato Taka,2021/7/18 8:06,0.18355,0.18355
